
创1:1 【太初天主开始创造天地】太初，天主创造天地。
哥后11:11 此是何故呢？因为我不爱你们么？天主知道我爱你们。
哥后11:12 我现在所做的，以后还要做，为要断绝那寻机会人的机会，叫他们在自夸的事上，和我没有分别。
哥后11:13 他们是假使徒，是行事诡诈，装作基督使徒模样的。
哥后11:14 这也不足为怪，因为{撒但}也常装作光明的天使。
哥后11:15 所以他的差役，装作公义的差役，也不算希奇。他们的结局，必要照着他们所行的事。
哥后11:16 【表明自己是使徒的证据压倒假使徒】我再说，人不可把我看作狂妄的。纵然把我看作狂妄的，也当待我如待狂妄人，使我可以略为自夸。
哥后11:17 我所说的话不是奉主的命说的，乃是像狂妄的人放胆自夸。
哥后11:18 既然有许多人照着外貌自夸，我也要自夸了。
哥后11:19 你们既是精明人，就能甘心忍耐狂妄的人。
哥后11:20 假如人叫你们作奴仆，侵吞你，强取你，骄傲你，打你的脸，你们就都忍耐他。
哥后11:21 就着羞辱我的话说：可以算我是懦弱的。然而他们若放胆，我也放胆。我这话仿佛狂妄了。(或作“我说这话仿佛我是懦弱的人是羞辱自己”。)
哥后11:22 他们是[希伯来]人，我也是[希伯来]人。他们是[以色列]人，我也是[以色列]人。他们是{亚伯拉罕}的苗裔，我也是{亚伯拉罕}的苗裔。
哥后11:23 【保罗以自己所受的患难为荣】他们是基督的仆人，我更是基督的仆人。我这话如同癫狂了。我比他们多受劳苦，多受责打，屡次收监，屡次冒死，
哥后11:24 被[犹太人]鞭打五次，每次四十，减去一下，
哥后11:25 又被杖责三次，石砍一次，遇着船坏三次，一昼一夜在深海里。
哥后11:26 我又常行远路，遭江河的危险、贼盗的危险、同族的危险、异邦人的危险、城里的危险、旷野的危险、海中的危险、假弟兄的危险，
哥后11:27 受劳乏、受困苦、多次不得睡、又饥又渴、多次不得食、遇寒冷、赤身露体。
哥后11:28 除了这外面的事，还有每日堆积在我心上的事，就是为众教会忧虑。
哥后11:29 有谁懦弱，我不随着他懦弱呢？有谁跌倒，我心里不像焚烧呢？
哥后11:30 我若必须自夸，只夸我的懦弱便了。
哥后11:31 我主耶稣基督的父，永远可称颂的天主晓得我不说谎。
哥后11:32 在[大玛色]城里，{亚利他}王手下的官把守[大玛色]城，要捉拿我。
哥后11:33 我从窗户中间，在筐子里，由城上系下来，脱离了他的手。
哥后12:1 【保罗虽然多得默示，却不以此自夸】我自夸固然与我无益，如今要说主的显现默示。
哥后12:2 我认得一个信奉基督的人，他在十四年前，被提到第三层天上去。那时是连着身体，我不知道，是不连着身体，我也不知道，惟有天主知道。
哥后12:3 我晓得那人被提到乐园，是连着身体，我不知道，不连着身体，我也不知道，只有天主知道。
哥后12:4 他听见隐秘的言语，是人不可说的，
哥后12:5 我要因为这样的人夸口，并不因为自己夸口。我只夸我的软弱便了。
哥后12:6 就是我要自夸，也不算狂，因为我说的话是真的。只是我禁止不说，恐怕有人以为我高过他所见于我，所闻于我之上，
哥后12:7 又怕我因得默示甚多，骄傲起来，所以把一根刺加在我肉体上，这刺就是{撒但}的差役，使他打我，免我骄傲。
哥后12:8 因此，我三番求主，叫这刺离开我。
哥后12:9 【保罗更愿夸自己软弱苦难等事，因靠主可刚强】主向我说：我赐你的恩典够了，因为我的能力在人软弱上越发显明。所以我保罗更喜欢夸自己的软弱，好叫基督的能力护庇着我。
哥后12:10 我为基督，将软弱、凌辱、灾害、逼迫、困苦等事，都看为可喜的，因为我当软弱的时候，倒刚强了。
哥后12:11 【保罗之所以自夸，是因为门徒强逼的】我这样自夸，就成为狂妄的人，是你们强逼我的，因为我原应当得你们的称扬。我虽算不了什么，凡事也不在至大的使徒以下。
哥后12:12 我在你们中间，作出使徒的凭据来，就是多多忍耐，施行异迹、奇事、妙用。
哥后12:13 除了我不扰累你们这件事，你们又有何事不及别的教会呢？这不公之处，请你们饶恕我吧。
哥后12:14 【打算再次前往哥林多见门徒】今我第三次要到你们那里去，还是要不扰累你们，因为我所求的是你们，不是你们所有的。儿女不为父母积财，父母为儿女积财。
哥后12:15 虽然我越爱你们，越不见你们爱我，我仍是欢欢喜喜，为救你们的灵魂，费财尽力。
哥后12:16 或有人说：我虽不扰累你们，却是诡诈的人，用计策牢笼你们。
哥后12:17 但我差人到你们那里去，藉着谁取过你们的财么？
哥后12:18 我请{提多}到你们那里，又差一个兄弟和他同去，{提多}得过你们的财么？我们众人不同是一个心么？不是一样的脚踪么？
哥后12:19 【怕再来的时候见到有犯罪的人而担忧】¶你们还想我是向你们申诉么？我是靠基督在天主面前说话的。亲爱的朋友啊，凡我所做的，都是为建立你们的德行。
哥后12:20 我怕我来的时候，见你们不合我所想望的，你们见我也不合你们所想望的，又怕有争斗、妒忌、恼怒、结党、毁谤、谗言、狂妄、混乱等事。
哥后12:21 又怕我再来的时候，我天主叫我在你们中间惭愧，并见许多人犯罪，行污秽、奸淫、放肆的事，不肯悔改，叫我忧愁。
哥后13:1 【警戒犯罪的门徒】我将要第三次到你们那里去，凭两三人的口作见证，凡事便可定局。
哥后13:2 我从前已经说过，如今我远离你们，又写信对你们说：如我二次与你们见面时候所说的一样，就是告诉那犯罪的和其余的人说：我若再来，必不宽容了。
哥后13:3 你们既求基督托我传说的凭据，我就不能宽容，因为基督在你们中间，不是软弱的，乃是有能的。
哥后13:4 他虽因软弱，被人钉在十字架上，但靠天主的大能，仍然活着。我们为他的门徒，也是软弱的，靠天主在你们中间所显的大能，也必与基督同活。
哥后13:5 【劝门徒自己省察，并要悔改】你们应当自己省察，有信心没有，也要自己试验。你们若不是可丢弃的，耶稣基督总在你们心里，你们岂不知道么？
哥后13:6 我盼望你们晓得，我们不是可丢弃的人。
哥后13:7 我求天主叫你们绝不为恶，并非要显明我们是蒙悦纳的。只要你们行善，虽然人看我是可丢弃的，也都使得。
哥后13:8 因为我们不能违背真理，只能扶助真理。
哥后13:9 我们软弱，你们刚强，我们便喜欢。我所愿意的是你们作完全的人。
哥后13:10 我现在与你们远离，将这话写给你们，使我和你们会面的时候，不用严法，照主赐我的权柄。主赐我这权柄是叫人成全，不是叫人败坏。
哥后13:11 【以问安求主施恩总结此书信】¶还有未尽的话。愿弟兄们都安乐，当作完全人，互相劝勉，彼此同心，大家和睦。赐仁爱和平的天主必常在你们中间。
哥后13:12 应当洁洁净净，亲嘴行礼，彼此问安。
哥后13:13 众圣徒都请你们的安。
哥后13:14 愿主耶稣基督的恩惠、天主的慈爱、圣灵的感动常在你们众人中间，阿们。
迦1:1 【保罗向门徒请安，并感谢主恩】我{保罗}作使徒，不是人差遣的，也不是人设立的，乃是耶稣基督和使他从死复活的父天主所立的，
迦1:2 我和在我一处的众弟兄，写书信给[迦拉太]的各教会，
迦1:3 愿天主我父和我主耶稣基督赐你们恩宠、平安。
迦1:4 基督遵着天主我父的旨意，为我们的罪舍身，要救我们脱离这罪恶的世界。
迦1:5 但愿荣耀永远归于天主，阿们。
迦1:6 【诧异迦拉太人这么快就偏离了正道】你们这么快离开召你们蒙基督恩典的天主，去从别样的福音，我甚是诧异。
迦1:7 那别样的并不是福音，不过有几个人搅扰你们，要把基督的福音改变了。
迦1:8 无论是我们，是天使，若传给你们福音，与我所传的不符，就应当被咒诅。
迦1:9 【为讨好人而传虚假福音的人应当被咒诅】我已经说过，现在又说：若有人传给你们福音，与你们所受的不符，就应当被咒诅。
迦1:10 我现在是要得世人的心呢？还是要得天主的心呢？我岂是求人的喜欢？若是求人的喜欢，就不是基督的仆人了。
迦1:11 【保罗所传的福音是照着天主的意思所传的】弟兄们，我告诉你们，我所传的福音不是照着人的意思，
迦1:12 因为我没有从人得来，也没有从人学习，乃是耶稣基督默示与我的。
迦1:13 【保罗自述从前如何逼迫教会】你们听见我从前在[犹太]教所行的事，我是极力逼迫天主的教会，要剿灭了这教会。
迦1:14 我又在[犹太]教里，比我本国许多年岁相同的人更有长进，因为我在祖宗的遗传上，比他们更加热心。
迦1:15 【蒙召之后如何传道】然而天主将我从母胎里选定，施恩召我，
迦1:16 又欢喜把他儿子彰显在我心里，叫我传到异邦。那时我就没有和血气的人相商，
迦1:17 也没有上[耶路撒冷]，去见比我先作使徒的人，惟有往[亚拉伯]去，又回到[大玛色]。
迦1:18 过了三年，才上[耶路撒冷]去见[彼得]，和他同住了十五日。
迦1:19 至于别的使徒，除了主的兄弟{雅各}，我都没有见过。
迦1:20 我所写给你们的话，在天主面前，绝无谎言。
迦1:21 以后我往[叙利亚]，和[基利嘉]地方去。
迦1:22 那时，[犹太]信基督的各教会还没有见过我的面，
迦1:23 但风闻从前逼迫我们的那个人，如今传扬他当初要剿灭的道理。
迦1:24 他们因为我的缘故，就归荣耀给天主。
迦2:1 【述说再回耶路撒冷的原因】十四年后，我同着{巴拿巴}，带着{提多}，又上[耶路撒冷]去。
迦2:2 我是得了默示去的，把我在异邦所传的福音，告诉了他们，是在背地里告诉那些有名望的人，免得我前后所行的徒然劳苦。(“是”或作“又”。“行”原文作“跑”。)
迦2:3 【不准犹太人勉强提多受割礼】同我来的{提多}虽是[希拉]人，也没有勉强他受割礼。
迦2:4 我这样行，是因为混入教会的假弟兄，他们私下来窥看我们靠耶稣基督所得的自由，要叫我们作奴仆。
迦2:5 我片刻的工夫都没有顺服他们，为叫福音的真道常存在你们中间。
迦2:6 【传福音对象不同，使徒的分工也不同】至于那些有名望的，不论他是何人，都与我无干。天主是不以貌取人的。那些有名望的人并没有加增我什么，
迦2:7 反倒看见主托我传福音给未受割礼的人，如同托{彼得}传福音给已受割礼的人。
迦2:8 主感动{彼得}，叫他作使徒，传福音给受割礼的人，也感动我，叫我作使徒，传给异邦人。
迦2:9 人以为教会柱石的{雅各}、{矶法}、{约翰}，既然知道有这恩典赏给我，就与我和{巴拿巴}用右手行相交的礼，叫我们往异邦人那里去，他们往奉割礼的人那里去。
迦2:10 只要我们记念犹太的贫民，这本是我所留心作的。
迦2:11 【在安提约当面责备彼得作虚假】后来{彼得}到[安提约]，因为他有可责的地方，我当面诘问他。
迦2:12 {雅各}差遣的人还未来到，{彼得}和异邦人同席吃饭，及至他们来了，他惧怕那奉割礼的人，就退出去，与异邦人隔开了。
迦2:13 其余的[犹太]人都随着他作虚假，就是{巴拿巴}也被他们引诱，作虚假。
迦2:14 那时，我看他们的行为不正，与福音的真理不合，就在众人面前，对{彼得}说：你是[犹太人]，既从异邦的风俗，不守[犹太]的规矩，为什么勉强异邦人学[犹太]人呢？
迦2:15 【说人称义不是因为行律法，之因信耶稣】我们生来是[犹太]人，不是异邦犯罪的人，
迦2:16 然而我们也知道人得称为义，不是因守律法，是因信耶稣基督，所以我们也信了耶稣基督，是要因信基督得称为义，不因遵守律法，因为无一人因遵守律法，得称为义。
迦2:17 【因信称义的人不再犯罪，而为耶稣而活】若我们靠基督指望得称为义的，仍算为罪人。难道基督是叫人犯罪的么？断乎不是的。
迦2:18 我素来所拆毁的，若重新建造，这就显明自己是犯罪的人。
迦2:19 我因律法，就与律法断绝如死，叫我活着可以事奉天主。
迦2:20 我与基督同钉十字架，却仍然活着。并不是我活，乃是基督在我里头活的。如今我有肉身活着，是信靠那爱我，为我舍身的天主儿子活着的。
迦2:21 我不废弃天主的恩。若能靠律法得称为义，基督就算徒然死了。
迦3:1 【责备迦拉太人放弃信心仍靠遵行律法得救】无知的[迦拉太]人哪，曾在你们眼前，好像有耶稣基督明钉在十字架上。是谁迷惑你们，叫你们不从真理呢？
迦3:2 我只问你们，你们受了圣灵，是因遵行律法呢？还是因听信福音呢？
迦3:3 你们既受圣灵入门，竟要靠仪文成全，有这样无知的么？(“仪文”原文作“肉身”。)
迦3:4 你们徒受这样多的苦么？难道果真是徒然的么？
迦3:5 赏你们圣灵，在你们中间行异能，是因遵行律法呢？还是因听信福音呢？
迦3:6 【亚伯拉罕因信得称为义】即如{亚伯拉罕}信了天主，他的信便称为义。
迦3:7 从此你们可知信主的人就是{亚伯拉罕}的子孙。
迦3:8 按圣经，天主预知将来要叫异邦人因信得称为义，就先传福音给{亚伯拉罕}，说万国必因你得福。
迦3:9 【同样的信，同样得福】可见，信主的人与信主的{亚伯拉罕}一同得福。
迦3:10 【倚靠行律法的都是被咒诅的】凡倚靠行律法的功劳的都是被咒诅的，如经上说：人若不全行律法书上的命令，就必被咒诅。
迦3:11 没有人靠着律法，在天主面前得称为义，这是明明的，因为经上说：义人因信得生。
迦3:12 律法不本乎信，只说人若遵行条诫，就得生命。
迦3:13 基督为我们受了咒诅，赎我们脱离了律法的咒诅，因为经上说：凡挂在木头上的，都是被咒诅的，
迦3:14 如此，{亚伯拉罕}的福可以因基督耶稣临到异邦，叫我们因信得着所应许的圣灵。
迦3:15 【天主施恩的约在设立律法之先】弟兄们，我今且照着人的话说：人既立定了约书，就无有敢废弃，加增的。
迦3:16 所应许的话是向着{亚伯拉罕}和他子孙应许的，并不是说众子孙，指着许多人，乃是说一个子孙，指着一个人。这人就是基督。
迦3:17 我说：天主指着基督预先所立定的约不能被那四百三十年后的律法废掉，以致所应许的归于虚空。
迦3:18 承受基业，若因律法，就不算为应许。{亚伯拉罕}的基业是天主施恩应许赐给他的。
迦3:19 【解释天主设立律法的用处】这样说来，律法有什么用处呢？说：原是为罪过设立的，等候那受应许的子孙来到，这律法是托天使传授的，有中保经手的。
迦3:20 既有中保，就不是一面的事，天主却为一。
迦3:21 这样，律法与天主的应许，有相反么？断乎没有的。若有能够把人救活的律法，这律法就必使人得称为义了。
迦3:22 但是按着圣经，众人都在罪里，叫所应许的福，因信耶稣基督，归给信他的人。(原文作“但圣经将众人都圈在罪里”。)
迦3:23 信主的道理还没有出现，我们被律法拘管关锁，等候那信主的道理显出来。
迦3:24 如此，律法是我们训蒙的师傅，引我们到基督面前，使我们因信得称为义。
迦3:25 【信耶稣的人就不在律法以下了】信主的道理既已出现，我们就不在师傅的手下。
迦3:26 你们因信基督耶稣，都是天主的儿女了，
迦3:27 因为凡受基督的洗的都是衣被基督的。
迦3:28 信奉基督，并不分是[犹太]人、是[希拉]人、是自主的、是为奴的、是男、是女。你们既作基督耶稣的门徒，便都是一样的。
迦3:29 你们既是属乎基督的，就是{亚伯拉罕}的子孙，照着应许承受基业的人了。
迦4:1 【基督还没来的时候，我们仍然为律法所约束】我说那承受基业的，将来虽作全业的主人，还未及岁的时候，却与奴仆没有两样，
迦4:2 必有人约束管教他，直等他父亲预定的时候来到。
迦4:3 我们还未及岁，被世俗小学管束，也是如此。
迦4:4 【基督既来了则把我们在律法管辖下的人赎出来，让我们作天主的儿子，不应再作罪的奴仆】及至时候满足，天主差遣他的儿子，为女子所生，属律法辖管，
迦4:5 要把律法所管的人赎出来，叫我们得着儿子的名分。
迦4:6 你们既得作儿子，天主就差他儿子的圣灵在你们心里，呼叫阿爸父。
迦4:7 可见你不是仍作奴仆，是作儿子了。既是儿子，就靠基督作天主的后嗣。
迦4:8 你们从前不晓得天主，所事奉的神原不是天主。
迦4:9 现在你们认识天主，却是蒙天主认识。你们为何还要从那软弱无用的小学，再被它管束作奴仆呢？
迦4:10 你们还是谨守日子、月份、节期、年份。
迦4:11 我为你们害怕，惟恐我在你们里头所用的工夫都是枉然了。
迦4:12 弟兄们，我求你们要像我，因为我像你们，你们并没有亏负我。
迦4:13 【门徒从前非常爱保罗，保罗因此被鼓励】从前我身体软弱，传福音给你们，是你们知道的。
迦4:14 你们也没有因为我身上有苦难，就藐视厌弃我，反倒接待我，如同天主的使者，如同耶稣基督。
迦4:15 你们那时候的福气在哪里呢？那时你们若是能行，就是把自己的眼睛挖出来给我，也都愿意，这是我可以给你们作见证的。
迦4:16 【门徒受假使徒迷惑离间了与保罗的关系】我向你们讲真道，反成了你们的仇人么？
迦4:17 那些人热心待你们，却不是好意，是要离间你们，叫你们热心待他们。
迦4:18 若在善事上常用热心待人，原是好的，就是我不在你们那里，也应当这样行。
迦4:19 小子啊，我再为你们受劬劳之苦，直等到基督的形状成就在你们心里。
迦4:20 我情愿现今在你们那里，改换口气，因为我悬念你们。
迦4:21 【以夏甲，撒拉和他们的后裔为比喻】你们要服律法的人请告诉我，你们没有听见律法么？
迦4:22 律法上说：{亚伯拉罕}有两个儿子，一个是使女生的，一个是自主的妇人生的。
迦4:23 那从使女生的是按着血气生的，那从自主的妇人生的，是因着应许生的。
迦4:24 这都可以作比方，两个妇人比作新，旧两约，一约是从{西乃}山传下来的，使人为奴仆，就比{夏甲}。
迦4:25 这{夏甲}是指着[亚拉伯]的[西乃]山，和现在的[耶路撒冷]同等。她和她的儿女，都是为奴的。
迦4:26 但那在上的[耶路撒冷]是自主之妇，她就是我们众人的母，
迦4:27 如经上说：不受胎、不生育的妇人应当喜乐，没有经过产难的可以欢呼，没有丈夫的比有丈夫的儿女更多。
迦4:28 弟兄们，我们如同{以撒}，是因着应许作儿女。
迦4:29 当时那按着血气所生的逼迫了那按着圣灵所生的，现在也是这样。
迦4:30 经上是怎么说的呢？是说把使女和她儿子逐出，因为使女的儿子不可与自主的妇人的儿子一同承受基业。
迦4:31 弟兄们，这样看来，我们不是使女的儿女，是自主的妇人的儿女了。
迦5:1 【劝门徒既然得自由就要坚固，勿受割礼束缚】我们既都被基督释放，得以自由，就应当站立得稳，不再服奴仆的轭。
迦5:2 我{保罗}告诉你们，若受割礼，基督就与你们无益了。
迦5:3 我再切实地告诉凡受割礼的人说：你们都应当遵守全律法。
迦5:4 你们这要靠律法得称为义的就与基督没有干涉，已经与恩典断绝了。
迦5:5 因为我们被圣灵感动，是因信等候所盼望得称为义的福。
迦5:6 作基督耶稣门徒，受割礼是无益，不受割礼也是无益，惟独有叫人行仁爱的信心才是有益的。
迦5:7 你们起初行得甚好，有谁拦阻你们，叫你们不顺真理呢？(“行”原文作“跑”。)
迦5:8 这个意见，不是出于召你们的主。
迦5:9 一点面酵能叫全团发起来。
迦5:10 我信你们蒙主保佑，必不怀异心。搅扰你们的，不论是谁，必受刑罚。
迦5:11 弟兄们，我若仍讲割礼，何至还受逼迫呢？若讲割礼，那十字架的道理就不被人厌弃了。
迦5:12 但愿搅乱你们的人都被断绝。
迦5:13 【蒙召应当用爱心互相服事，爱心才能完全律法】弟兄们，你们蒙召，得能自主，决不可将自主的好处，当作纵欲的机会，只要用爱心互相服事，
迦5:14 因为律法，都包在爱人如己一句之内了。
迦5:15 你们若互相吞噬，只怕大家都要消灭。
迦5:16 【说明情欲与圣灵相争交战】我说：你们应当顺从圣灵，就不放纵肉身的私欲了，
迦5:17 因为情欲与圣灵相争，圣灵与情欲相争，彼此交战，叫你们不能做所愿做的事。(“情欲”或作“肉身”，下同。)
迦5:18 你们若是被圣灵引导，就不属律法管辖。
迦5:19 【说明什么是情欲的事】情欲的事都是显而易见的，即如奸淫、苟合、污秽、奢侈、
迦5:20 拜偶像、巫术、仇恨、斗狠、妒忌、忿怒、纷争、结党、异端、
迦5:21 妒嫉、凶杀、醉酒、放荡等类。我从前告诉你们，现在又告诉你们，人做这样的事，必不得进天主的国。
迦5:22 【说明什么是圣灵所结的果子】圣灵所结的果子就是仁爱、喜乐、和平、忍耐、慈悲、善良、忠信、
迦5:23 温柔、节制。这样的事，没有律法禁止。
迦5:24 凡属基督的人是已经把肉身的私情嗜欲，同钉在十字架上了。(“肉身的私情嗜欲”原文作“肉体和情欲”。)
迦5:25 【门徒应当尊着圣灵做事】我们若是靠圣灵活着，就应该遵着圣灵做事，
迦5:26 不要贪图虚名，彼此招惹，互相妒嫉。
迦6:1 【门徒有错应当规劝他，并且互相担重担】弟兄们，若遇见人有过犯，你们被圣灵感动的就应当用温柔的心规劝他，又当自己小心，惟恐也受迷惑。
迦6:2 你们彼此的重担要互相担当，如此，就完全了基督的律法。
迦6:3 人若无有，自以为有，就是自欺了。
迦6:4 各人都应当察看自己的行为，这样，他所夸口的就在自己，不在别人，
迦6:5 因为各人必要担当自己的重担。
迦6:6 【应当优待传道人】学道的应当把一切的需用，供给传道的。
迦6:7 不要自欺。天主是不能侮慢的。人种的是什么，收的就是什么。
迦6:8 若为情欲种的，必从情欲收灭亡，为圣灵种的，必从圣灵收永生。
迦6:9 【门徒行善不可倦怠】所以，我们行善，不可倦怠。若不懈惰，到了时候，必要收成。
迦6:10 若有机会，就应当向众人行善，待信主的一家人更要这样。
迦6:11 你们看，我亲手给你们写的这封信是何等的长呢？(或作“是何等的大呢”。)
迦6:12 那些图谋外貌体面的人都勉强你们受割礼，是恐怕为基督的十字架，被人逼迫。
迦6:13 他们自己受割礼，却不遵守律法。他们愿你们受割礼，不过要因着你们的外貌，可以夸口。
迦6:14 【保罗别无所夸，只夸主十字架】惟我断不以别的夸口，只夸我主耶稣基督的十字架。因这十字架，我看世界，是已钉十字架，世界看我，也是已钉十字架。(或作“因此就我而论世界已钉十字架就世界而论我已钉十字架”。)
迦6:15 作基督耶稣的门徒，受割礼不受割礼都无关紧要，要紧的就是作再造复新的人。
迦6:16 凡照着这道理行的，愿平安、恩惠加给他们，也加给天主所选的[以色列]民。
迦6:17 【保罗成为榜样，问安结束书信】从今以后，人都不要搅扰我，因为我身上带着主耶稣的印记。
迦6:18 弟兄们，愿我主耶稣基督的恩常在你们心里，阿们。
弗1:1 【保罗向门徒问安并感谢天主所赐的恩惠】遵天主旨意，作耶稣基督使徒的{保罗}写书信给在[以弗所]的圣徒和凡信基督耶稣的人。
弗1:2 愿天主我父和主耶稣基督赐你们恩惠、平安。
弗1:3 应当赞美我主耶稣基督的父天主，因为他曾藉着基督，赐给我们各样关切灵魂的福气在天上，
弗1:4 【创世以前天主因基督选人作子民】就如天主在创世以前，因基督拣选我们，叫我们在他面前成为圣洁，无可指摘，
弗1:5 又按着自己的美意，施仁爱预定我们，因着耶稣基督，作他的义子，
弗1:6 如此，使人称颂天主因他爱子所赏给我们的荣恩，
弗1:7 也照着他丰盛的恩典，使我们因他爱子流血，得蒙救赎，得免罪过。
弗1:8 这恩典是天主用各样的聪明智慧，充充足足赏给我们的，(或作“天主又充充足足地施这恩典给我们，赏我们各样的智慧聪明”。)
弗1:9 【日期满足时天主使万物都归于基督】又叫我们知道他旨意的奥妙，照着他所定的美意，
弗1:10 在日期满足的时候，将天上地下的万物，一并归于基督。
弗1:11 【那时信主得救的人与基督一同承受基业】那任凭己意行做万事的主又照着自己的旨意，预定我们，因着基督承受基业，
弗1:12 叫我们这首先因基督指望得救的人，赞美他的荣耀。
弗1:13 【犹太人异邦人靠基督同受圣灵】你们既听见真理，就是能救你们的福音，也信了基督。既信之后，就受了所应许的圣灵，作为印证。
弗1:14 这圣灵是我们基业的凭据，等到天主的基业得赎，就称颂主的荣耀。
弗1:15 【异邦人信主让保罗向主感恩，求主施恩使他们明白真道】所以，我听见你们信从主耶稣，亲爱众圣徒，
弗1:16 就为你们不住口地感谢天主，祷告的时候，常记念你们，
弗1:17 求我主耶稣基督的天主，荣耀的父，赏给你们智慧和默示的圣灵，叫你们晓得主。
弗1:18 光照你们心中的眼目，叫你们明白蒙他恩召有何等指望，他在圣徒的基业有何等丰盛的荣光，
弗1:19 又在我们这信的人身上所显的能力何等浩大，
弗1:20 就如他在基督身上所显的大能大力，使基督从死复活，叫他在天上坐在自己的右边，
弗1:21 超乎一切作首领的、掌权的、有威势的、主治的，和今世来世凡有名望的之上，
弗1:22 又将万物服在他足下，使他在万物之上，作教会的元首。
弗1:23 教会是他的身体，为充满万物的主所充满了。(或作“充满那充满万有的”。)
弗2:1 【门徒以前因罪恶如同死人】当初你们在罪恶之中，如同死人一般，
弗2:2 凡事随从今世的风俗，顺服空中掌权的，就是现在诱惑那背逆天主的人的邪魔。
弗2:3 我们从前也都在其中，放纵肉体的情欲，随着身心的意见而行，本为天主所怒，和别人一样。
弗2:4 【今天却蒙天主的恩得到复活的生命】然而天主的怜悯甚是丰盛，他疼爱我们，已到极处。
弗2:5 我们正在罪孽里，如同死人一般，他使我们与基督一同复活。我们乃是赖恩得救的。
弗2:6 主又因基督耶稣，叫我们与他一同复活，一同坐在天上，
弗2:7 要将他因基督耶稣向我们所发的仁慈和极丰极盛的恩典，显明给后来世世代代都晓得。
弗2:8 【得救全靠主的恩典，不靠自己的功劳】你们得救，是本乎恩，也因着信。这不是由自己，乃是天主所赐的，
弗2:9 也不是靠着功劳，这样才免得有人自夸。
弗2:10 【门徒是被造的新人，能顺服主行善事】我们为天主所造，是在基督耶稣里被造的，叫我们能行他所预定我们应当行的善事。
弗2:11 【当初异邦人不知有天主，信主后与主亲近了】所以你们应当记念，你们从前按着本身是异邦人，那身上受过人手所行的割礼的人讥刺你们是未曾受过割礼的。
弗2:12 那时你们没有基督，是[以色列]国以外的人，与盟约所应许的好处无有关涉，无有指望，活在世间，以为没有天主。(或作“不知有天主”。)
弗2:13 你们从前远离天主，现在靠着基督耶稣，因他流血的功劳，已得亲近了。
弗2:14 【异邦人与犹太人因信基督与父和好，合而为一】他叫我们和好，将两下合而为一，拆毁了中间隔断的墙垣，
弗2:15 又藉着自己的身体，废掉冤仇的因由，就是那设规条的律例，为要将两下，在自己身上造成一个新人，如此便成就了和睦，
弗2:16 并因他的十字架，使两家联为一体，与天主复和，将冤仇都灭在他身上，
弗2:17 并且来传和平的福音，给你们在远处的，又传给近处的人，
弗2:18 叫我们两下被一个圣灵所感，靠他得以亲近天父。
弗2:19 如此，你们不再作外人，不再作客旅，是和圣徒一国，天主一家的了。
弗2:20 【阐明门徒在教会中的益处】你们被建立，是使徒先知作基址，耶稣基督作房角的磐石。
弗2:21 全房靠他联络，渐渐成为主的圣殿。
弗2:22 你们也靠他同被建造，成为天主藉着圣灵居住的所在。
弗3:1 【保罗蒙主默示知道天主救外邦人的奥妙】因此，我为基督耶稣，并为你们异邦人被囚的{保罗}，给你们祈祷。
弗3:2 你们已经听见天主为你们的缘故，施恩赐我职分，
弗3:3 用默示开导我，晓得福音的奥妙，我也曾写信略略说过。
弗3:4 你们看了，就能晓得我深知基督的奥妙。
弗3:5 这奥妙在以前的世代，没有显示给人，现在用圣灵明明指示他的圣使徒和先知。
弗3:6 这奥妙就是要叫异邦人同得基业，联为一体，靠福音同得因基督所应许的福。
弗3:7 【奉命传福音给异邦人】我蒙天主的恩赐，被他大能感动，作了这福音的执事。
弗3:8 我在圣徒之中，虽是最卑微的，他还赐我这恩，把基督不可测量的丰富，传给异邦人，
弗3:9 叫众人都明白历世以来所隐藏的奥妙，就是隐藏在用耶稣基督，创造万物的天主心里的奥妙，
弗3:10 以致天上作首领的、掌权柄的，因着教会，得知天主诸般的智慧。
弗3:11 这是照着天主在创世以前，因着我主基督耶稣所定的旨意。
弗3:12 【劝门徒不要胆怯】我们信耶稣，就可靠他，坦然无疑地来到天父面前。
弗3:13 我所以劝你们，不要因我为你们所受的患难就胆怯，这原是你们的荣耀。
弗3:14 【祈求主赐圣灵让门徒对主有坚固的爱心】因此，我在我主耶稣基督的父面前，屈膝祈求，
弗3:15 天上、地下、全家都是从他得名。
弗3:16 我求他按着他荣耀的丰富，赏赐圣灵，叫你们心里的力量增长，
弗3:17 使基督因信住在你们心里，
弗3:18 叫你们的爱心根深址固，能和众圣徒一同晓得这奥妙何等地长阔高深，
弗3:19 并且知道基督不可测度的慈爱，使你们得蒙天主满足的恩德，充满你们的心。
弗3:20 天主施展感动我们的大能，为我们能成就一切超过我们所求所想的事。
弗3:21 但愿他因基督耶稣，在教会中得荣耀，世世永无穷尽，阿们。
弗4:1 【劝门徒在纯正的真道上合而为一】我为主被囚的劝你们，既然蒙召，行为就当与蒙召的恩相称，
弗4:2 凡事谦逊、温柔、忍耐，存爱心互相宽恕，
弗4:3 用和平彼此联络，务要竭力保守圣灵所赐合而为一的心。
弗4:4 身体只有一个，圣灵只有一个，正如你们蒙召，同有一个指望，
弗4:5 一主、一信、一洗礼、(“一信”或作“一道”。)
弗4:6 一天主，就是众人的父，超乎万有之上，贯乎万有之中，也在你们众人之内。
